-0.254,-14.571,6.857,-4.571,-5.587,-6.571,-21.587,3.429,-32.254,5.429,19.302,-4.571,15.746,17.429,-0.254,5.429,-5.587,31.429,-0,-0,-0,-0,15.746,37.429,-0,-0,-0,-0,-2.031,-18.571,3.302,-16.571,-5.587,-16.571,12.191,-18.571
-0.254,-14.571,6.857,-4.571,-5.587,-6.571,-21.587,3.429,-32.254,5.429,19.302,-4.571,17.524,17.429,-0.254,5.429,-5.587,31.429,-0,-0,-0,-0,13.969,37.429,-0,-0,-0,-0,-2.031,-18.571,3.302,-16.571,-5.587,-16.571,12.191,-18.571
-0.254,-14.571,6.857,-4.571,-5.587,-6.571,-21.587,3.429,-32.254,5.429,19.302,-4.571,15.746,17.429,-0.254,5.429,-5.587,33.429,-0,-0,-0,-0,15.746,37.429,-0,-0,-0,-0,-2.031,-18.571,3.302,-16.571,-5.587,-16.571,12.191,-18.571
-0.254,-14.571,6.857,-4.571,-5.587,-6.571,-21.587,3.429,-34.031,5.429,19.302,-4.571,17.524,17.429,-0.254,5.429,-5.587,33.429,-0,-0,-0,-0,15.746,39.429,-0,-0,-0,-0,-2.031,-18.571,3.302,-16.571,-5.587,-16.571,12.191,-18.571
-5.587,-22.571,3.302,-12.571,-10.920,-12.571,-23.365,3.429,-26.920,1.429,13.969,-16.571,15.746,11.429,-5.587,3.429,-3.809,29.429,-0,-0,-0,-0,15.746,31.429,-0,-0,-0,-0,-9.143,-26.571,-3.809,-26.571,-9.143,-24.571,3.302,-28.571
-0.254,-14.857,6.857,-4.857,-5.587,-6.857,-21.587,3.143,-34.031,5.143,19.302,-4.857,17.524,17.143,-0.254,5.143,-5.587,33.143,-0,-0,-0,-0,15.746,39.143,-0,-0,-0,-0,-2.031,-18.857,3.302,-16.857,-5.587,-16.857,12.191,-18.857
-5.587,-22.857,3.302,-12.857,-10.920,-12.857,-23.365,3.143,-26.920,1.143,13.969,-16.857,15.746,11.143,-5.587,3.143,-3.809,29.143,-0,-0,-0,-0,15.746,31.143,-0,-0,-0,-0,-9.143,-26.857,-3.809,-26.857,-9.143,-24.857,3.302,-28.857
8.635,-42.857,8.635,-28.857,-9.143,-30.857,-21.587,-12.857,-25.143,3.143,28.191,-26.857,38.857,-8.857,24.635,7.143,-2.031,19.143,-0,-0,-0,-0,22.857,17.143,-0,-0,-0,-0,5.080,-44.857,13.969,-44.857,-2.031,-44.857,19.302,-46.857
37.080,-48.857,26.413,-36.857,10.413,-36.857,-2.031,-18.857,6.857,3.143,40.635,-38.857,44.191,-16.857,45.969,-4.857,13.969,9.143,6.857,35.143,-0,-0,33.524,9.143,29.969,43.143,-0,-0,35.302,-48.857,40.635,-48.857,24.635,-48.857,-0,-0
56.635,-48.857,40.635,-38.857,33.524,-38.857,22.857,-12.857,45.969,5.143,47.746,-36.857,49.524,-12.857,56.635,1.143,29.969,11.143,31.746,41.143,-0,-0,42.413,11.143,33.524,37.143,-0,-0,54.857,-48.857,-0,-0,44.191,-48.857,-0,-0
10.785,-32.267,0.118,-20.267,-15.882,-20.267,-28.326,-2.267,-19.438,19.733,14.340,-22.267,17.896,-0.267,19.674,11.733,-12.326,25.733,-19.438,51.733,-0,-0,7.229,25.733,3.674,59.733,-0,-0,9.007,-32.267,14.340,-32.267,-1.660,-32.267,-0,-0
30.340,-32.267,14.340,-22.267,7.229,-22.267,-3.438,3.733,19.674,21.733,21.451,-20.267,23.229,3.733,30.340,17.733,3.674,27.733,5.451,57.733,-0,-0,16.118,27.733,7.229,53.733,-0,-0,28.562,-32.267,-0,-0,17.896,-32.267,-0,-0
37.451,-32.267,23.229,-22.267,17.896,-22.267,9.007,5.733,25.007,25.733,26.785,-20.267,30.340,3.733,35.674,19.733,10.785,25.733,33.896,53.733,-0,-0,23.229,25.733,32.118,49.733,-0,-0,35.674,-32.267,-0,-0,26.785,-32.267,-0,-0
55.229,-26.267,41.007,-18.267,35.674,-18.267,25.007,9.733,32.118,39.733,46.340,-18.267,-0,-0,-0,-0,25.007,31.733,-0,-0,-0,-0,37.451,29.733,-0,-0,-0,-0,51.674,-30.267,55.229,-28.267,44.562,-30.267,-0,-0
85.451,-28.267,69.451,-14.267,64.118,-16.267,53.451,11.733,71.229,33.733,74.785,-14.267,73.007,13.733,80.118,29.733,57.007,33.733,60.562,59.733,-0,-0,69.451,31.733,73.007,59.733,-0,-0,83.674,-30.267,85.451,-30.267,73.007,-30.267,-0,-0
14.384,-20.909,0.162,-12.909,-5.171,-12.909,-15.838,15.091,-8.727,45.091,5.495,-12.909,-0,-0,-0,-0,-15.838,37.091,-0,-0,-0,-0,-3.394,35.091,-0,-0,-0,-0,10.829,-24.909,14.384,-22.909,3.717,-24.909,-0,-0
44.606,-22.909,28.606,-8.909,23.273,-10.909,12.606,17.091,30.384,39.091,33.940,-8.909,32.162,19.091,39.273,35.091,16.162,39.091,19.717,65.091,-0,-0,28.606,37.091,32.162,65.091,-0,-0,42.829,-24.909,44.606,-24.909,32.162,-24.909,-0,-0
67.717,-16.909,53.495,-2.909,44.606,-2.909,32.162,21.091,37.495,43.091,60.606,-2.909,60.606,19.091,85.495,21.091,44.606,43.091,49.940,69.091,53.495,97.091,55.273,41.091,57.051,69.091,58.829,97.091,64.162,-20.909,67.717,-20.909,55.273,-20.909,-0,-0
94.384,-8.909,80.162,3.091,69.495,-0.909,46.384,17.091,60.606,37.091,89.051,5.091,85.495,27.091,-0,-0,57.051,49.091,71.273,73.091,51.717,97.091,74.829,51.091,74.829,75.091,55.273,99.091,92.606,-14.909,96.162,-12.909,81.940,-14.909,-0,-0
112.162,-0.909,101.495,13.091,89.051,11.091,65.940,25.091,78.384,47.091,110.384,15.091,113.940,35.091,129.940,49.091,85.495,57.091,85.495,73.091,94.384,111.091,103.273,61.091,85.495,75.091,92.606,107.091,110.384,-4.909,115.717,-2.909,101.495,-4.909,-0,-0
20.555,-39.000,6.333,-27.000,-4.334,-31.000,-27.445,-13.000,-13.223,7.000,15.222,-25.000,11.666,-3.000,-0,-0,-16.778,19.000,-2.556,43.000,-22.112,67.000,1.000,21.000,1.000,45.000,-18.556,69.000,18.777,-45.000,22.333,-43.000,8.111,-45.000,-0,-0
38.333,-31.000,27.666,-17.000,15.222,-19.000,-7.889,-5.000,4.555,17.000,36.555,-15.000,40.111,5.000,56.111,19.000,11.666,27.000,11.666,43.000,20.555,81.000,29.444,31.000,11.666,45.000,18.777,77.000,36.555,-35.000,41.888,-33.000,27.666,-35.000,-0,-0
72.111,-15.000,57.888,3.000,45.444,-1.000,25.888,11.000,31.222,35.000,73.888,11.000,72.111,39.000,70.333,59.000,40.111,45.000,33.000,77.000,29.444,93.000,61.444,55.000,59.666,79.000,56.111,99.000,68.555,-19.000,73.888,-19.000,59.666,-21.000,-0,-0
98.777,1.000,84.555,13.000,70.333,11.000,52.555,31.000,57.888,59.000,97.000,15.000,95.222,41.000,98.777,59.000,70.333,63.000,68.555,93.000,68.555,121.000,86.333,63.000,77.444,95.000,72.111,123.000,97.000,-5.000,102.333,-3.000,88.111,-7.000,-0,-0
116.555,23.000,105.888,35.000,89.888,31.000,68.555,45.000,72.111,75.000,121.888,35.000,129.000,61.000,132.555,87.000,84.555,83.000,82.777,117.000,84.555,155.000,102.333,85.000,88.111,119.000,84.555,149.000,113.000,17.000,118.333,19.000,104.111,15.000,-0,-0
